id;thinklab;date;country;city;region;likelyhood;text
497;Yorktown;12/30/2019 01:52 pm;;;;9;"Topics were relevant to our business. Built the agenda to be a win/win for both parties. Expertise of the presenters was great. 
* Wish there were more breaks and a room with sunshine."
498;Yorktown;01/15/2019 02:06 pm;;;;10;Inspirational people, technology and super computer.
499;Yorktown;12/30/2019 01:22 pm;;;;9;Relevant information. Right amount of retail. Expert presentation.
500;Yorktown;04/03/18 15:47;;;;10;I'd like to recommend to our company's young engineers who are in charge of system improvement on our Quality Improvement Project for Customer. I'd like to recommend to my son who is studying Computer Science at Keio University.
501;Yorktown;09/19/2018 08:44 am;;;;10;Cutting edge research talks, presentations and demos.
502;Yorktown;05/29/2019 01:46 pm;;;;10;Very informative! Truly enjoyed the presentation on quantum computing. I've never studied the subject but I was still able to easily comprehend it.
503;Yorktown;07/24/2019 03:21 pm;;;;10;Breathe of research!
504;Yorktown;12/30/2019 01:07 pm;;;;10;The facility is very nice.  The Quantum Computing which is on production and the explanation of structure were very interested.
505;Yorktown;03/27/2019 06:34 pm;;;;9;Very beneficial executive summaries of relevant topics. Appreciate the Z Software topic. Thank you!
506;Yorktown;10/29/2018 04:21 pm;;;;8;It was a great experience to see the actual quantum computer.  I understood well IBM Research's initiatives.  It will be great if you would continue to provide us valuable research outcomes.
507;Yorktown;05/15/2019 05:21 pm;;;;10;Unique capabilities and expertise.
508;Yorktown;12/30/2019 03:05 pm;;;;7;I think its a step in the right direction. IBM is building all the necessary building blocks and I think it will be very useful for companies to accelerate their efforts to monetize some of the ML work they are doing.
509;Yorktown;03/18/2019 02:56 pm;;;;10;Excellent venue and agenda for anyone who wants a dose of what's coming next! Brilliant presenters with command of their domain. For me, excellent learning and identifying of opportunities.
510;Yorktown;03/18/2019 03:08 pm;;;;9;Very interesting research projects relevant to the current day challenges that Fidelity is trying to solve.
511;Yorktown;12/30/2019 01:05 pm;;;;8;Auto AI is the most interesting topic for me.
512;Yorktown;02/25/2019 05:50 pm;;;;9;Very productive discussion.
513;Yorktown;09/24/2018 01:50 pm;;;;10;Personable, focused, usable information, invite to collaborate new ideas.
514;Yorktown;08/29/2018 09:06 am;;;;10;"Quantum comp is a start. People can get familiar online but nothing like the Think Labs experience and discussions,
many thanks."
515;Yorktown;10/15/2018 11:13 am;;;;10;IBM is a great company! The Think Lab showcased the technology well.
516;Yorktown;10/15/2018 11:31 am;;;;8;IBM Research is committed to explore the forefront of global advanced technologies and ideas and with strong experience in applications. IBM has broken through many constraints in today's financial globalization. You are committed to technological innovation and applications for the benefit of all mankind.
517;Yorktown;10/15/2018 11:32 am;;;;8;Powerful research capabilities and labs distributed all over the world.
518;Yorktown;10/15/2018 11:35 am;;;;7;Advanced theory and technologies were introduced in a straightaway language. It helped broaden our horizons and knowledge.
519;Yorktown;03/14/2019 01:55 pm;;;;9;Very insightful. The AI presentations shared were very relevant and we had limited knowledge prior to coming here of the depth IBM of IBM’s innovations in this space.
520;Yorktown;04/15/2019 06:08 pm;;;;10;Amazing - great opportunity to learn about the work at IBM & how you touch every part of almost every business. Wonderful of all folks to share their passion.
521;Yorktown;12/30/2019 12:57 pm;;;;10;Thank you very much for explaining about brand-new technologies.  It was excellent.
522;Yorktown;04/15/2019 05:31 pm;;;;10;Extremely informative in a digestible format.
523;Yorktown;05/17/2019 10:49 am;;;;10;Perfect organization. Plenty of healthy foods. Professionalism.
524;Yorktown;06/24/2019 02:19 pm;;;;10;AI @ IBM
525;Yorktown;09/11/18 16:34;;;;10;Friendly, sharing environment. Enormously useful information for partners. Real world examples.
526;Yorktown;12/30/2019 04:41 pm;;;;9;Good quality and presentations.
527;Yorktown;12/30/2019 05:00 pm;;;;8;High level presentations. Well organized content.
528;Yorktown;06/28/2019 04:43 pm;;;;10;Thank you, very good content.
529;Yorktown;10/04/18 17:12;;;;8;It was very fruitful to have IBM's focusing area/technologies explained. I'd like to think of how we can deploy into our business.
530;Yorktown;04/10/19 10:27;;;;8;Interesting speakers. Envisioning future opportunities but also risks. Potential options to work more together.
531;Yorktown;11/14/2018 11:59 am;;;;10;The discussion was honest and casual. It was more to help the client understand rather than follow the agenda or push products. Quality of people was great!
532;Yorktown;05/03/19 17:09;;;;10;"Very inspiring and informative event; well organized and hosted"
533;Yorktown;12/30/2019 01:00 pm;;;;10;This brings me some seeds of idea to create new service & businesses.  Thank you so much for having us today.
534;Yorktown;03/30/2020 12:46 pm;;;;7;Concerned there is a significant difference between R&D and weather research being done at TWC. TWC employees are not aware or promoting think lab research such as deep thunder.
535;Yorktown;01/21/2019 05:00 pm;;;;1;"Not much engaged with Retail, especially supermarket. Too much PR for IBM, not many interesting tasks for Retail. Presentation contents are too old - for example; 2016 or 2017 made."
536;Yorktown;02/19/2019 08:21 pm;;;;8;Collaborative meeting. Couldn't see the screen totally given conf call attendees using the opposite screen that was in full view.
537;Yorktown;12/30/2019 02:34 pm;;;;9;Great inside on AI - I loved it...
538;Yorktown;12/30/2019 02:49 pm;;;;10;Great presentations and demos.
539;Yorktown;06/24/2019 02:07 pm;;;;10;Thank you.
540;Yorktown;02/25/2019 05:53 pm;;;;10;You have a lot of exciting research topics and excellent researchers.
541;Yorktown;05/13/2019 04:39 pm;;;;9;Exposure to innovation and breakthrough agenda. Good mix of short, medium, and long technical innovation.
542;Yorktown;03/18/2019 03:07 pm;;;;10;Great topics. Well organized content.
543;Yorktown;09/11/18 16:38;;;;10;Exposure to new initiatives IBM is involved provides insight for technology coming and/or in development.
544;Yorktown;12/30/2019 04:51 pm;;;;8;I like the presentation on the future of computing very much. It is always a goal to see IBM is busy with developing that will be available and useful to us. It was a lot of information. I need to level and process.
545;Yorktown;09/09/19 15:32;;;;10;The research initiatives of the IBM Research Center provides a view of future technology and the need to continue to be abreast of emerging technologies.
546;Yorktown;12/30/2019 02:40 pm;;;;10;Excellent briefing and explanations during the lab tour.
547;Yorktown;07/24/2019 02:40 pm;;;;10;Easy wifi. Good food. Smart people. Open communication and inspiring environment and displays.
548;Yorktown;05/20/2019 12:00 pm;;;;7;I would like to have more time to get into some of the details. I was not satisfied by a couple presentations that really lacked to provide reality vs hype.
549;Yorktown;11/06/18 15:12;;;;10;Clear non-hyped description of quantum computing plus ready access to tools and systems for experimentation.
550;Yorktown;11/06/18 15:58;;;;10;Great facility & effective hosts.
551;Yorktown;09/24/2019 01:25 pm;;;;8;"Fascinating - great range of topics. Put IBM in front of mind as a great innovation company which unfortunately other brands have done a better job at stealing this space (for example; Google)."
552;Yorktown;02/28/2019 05:27 pm;;;;10;Impressive! Inspirational day.
553;Yorktown;03/25/2020 10:40 am;;;;10;Really good AI / Quantum computing briefing. NLT ideas were good. The auto AI concept is intriguing.
554;Yorktown;08/07/18 21:42;;;;10;I learned quite a bit. I'm thinking about how my projects can leverage IBM solutions.
555;Yorktown;08/07/18 21:56;;;;9;The expertise of presenters. Relevance of presentation to business issues.
556;Yorktown;12/30/2019 05:26 pm;;;;8;Gained new insights that were completely new for me.
557;Yorktown;09/12/18 15:54;;;;10;Opportunity to work closely with peers from other industries. Separate hype from actual work done. Practical demos and examples. Trends in AI and state of the art technologies.
558;Yorktown;05/31/2019 06:23 pm;;;;8;Content and topics. Quantum computing and depth of knowledge.
559;Yorktown;04/10/19 11:11;;;;10;Deep engagement. Deep technical expertise. Well organized workshop.
560;Yorktown;08/07/18 22:05;;;;10;Unique perspective on the future of computing.
561;Yorktown;07/24/2019 04:00 pm;;;;10;Good experience. Got to know state of the art in several areas. A lot of emphasis on real-world use cases.
562;Yorktown;10/15/2018 11:03 am;;;;8;It is limited to meet the persons with such similar requirements. It’s definite that IBM Research inspires us. I will recommend IBM Research to relevant parties.
563;Yorktown;04/10/19 10:56;;;;10;Excellent facility, food, EVERYTHING!
564;Yorktown;11/06/18 16:06;;;;10;Excellent environment & organization of the event.
565;Yorktown;05/04/19 02:20;;;;9;The speeches and presentations were very impressive. I liked the innovation I saw and how there was a focus on the helping of society by means of this upcoming technology. It is pretty astounding the leaps made as far as AI is concerned and I think about the impact it can have specifically on medical technology and the possibilities are endless. I was glad to see that IBM is incorporating AI into medical applications already.
566;Yorktown;09/17/2018 07:30 pm;;;;10;I could understand how fast IoT technologies are progressing.  IoT is getting familiar with us. We believe the technology will become meaningful and human-friendly, and expect IBM will lead the main stream.  We (Shimizu) want to collaborate with IBM more and more.
567;Yorktown;09/17/2018 07:34 pm;;;;10;There were a lot of lectures in limited time. It might be better with less contents? I appreciate speaker's preparation and passion.
568;Yorktown;12/30/2019 01:43 pm;;;;9;Very creative and progressive set up. Very interested in following up.
569;Yorktown;10/29/2018 04:22 pm;;;;10;It was a great opportunity to know how IBM thinks of future communication infrastructure such as AI, Blockchain, Quantum.  I am very looking forward to see what kind of world will the Quantum computers make.
570;Yorktown;01/14/2019 05:06 pm;;;;10;The topics covered were interesting and innovative. This information will help us make informed decisions in the coming years.
571;Yorktown;09/24/2019 01:17 pm;;;;9;Very interesting use cases that illustrate the progression of IBM's AI capabilities.
572;Yorktown;02/19/2019 08:36 pm;;;;10;Collaborative experience.
573;Yorktown;12/30/2019 01:33 pm;;;;10;High competence and vision in optimization and AI future perspectives.
574;Yorktown;08/05/19 15:16;;;;8;Great technical event, exciting technology. One comments: some topics didn't pertain to my company and there was no alternative.
575;Yorktown;08/05/19 15:51;;;;9;Open frank discussions. Exposure to IBM's most recent Q related research cases.
576;Yorktown;08/05/19 15:52;;;;10;Accommodating and friendly IBM people! Focused meeting. Tour of IBM Quantum computer.
577;Yorktown;08/07/18 21:06;;;;9;Extremely informative and precise. Interesting technology and great speakers.
578;Yorktown;01/15/2019 12:23 pm;;;;10;Amazing moment to stop, learn and think.
579;Yorktown;11/06/18 16:05;;;;9;Obviously it would depend on what the colleague / business partner wants to learn. I selected 9, assuming you're interested in what you are sharing.
580;Yorktown;12/30/2019 01:10 pm;;;;9;There are many interesting technologies here.  IBM Q, AI, devices( Verifier, small computer etc,. )
581;Yorktown;04/15/2019 05:56 pm;;;;10;Variety & depth of presentations provided ample opportunity to return home and communicate partnership potential across a variety of mission areas.
582;Yorktown;03/27/2019 06:23 pm;;;;10;Great content, great presenters, quality meeting space, value solutions, contextual to my business.
583;Yorktown;10/29/2018 04:19 pm;;;;9;I saw with interest how IBM is researching leading-edge technologies.  I look very forward to seeing the actual use cases in future.
584;Yorktown;04/11/18 18:47;;;;10;The team that hosted us couldn't have been better.  Very gracious in how they explained quantum.
585;Yorktown;03/25/2020 11:30 am;;;;8;Autonomous Chemical Lab, AI-enriched Simulations
586;Yorktown;01/21/2019 04:41 pm;;;;9;Very informative. Cutting edge technologies. Tailored information to our focus was excellent.
587;Yorktown;05/17/2019 10:45 am;;;;8;Good AV, easy set up for people to conference / dial in. Good catering.
588;Yorktown;09/28/2018 05:02 pm;;;;10;Advantage of technology.
589;Yorktown;03/18/2019 02:57 pm;;;;9;Very interesting. Important to what we do.
590;Yorktown;03/18/2019 02:59 pm;;;;9;Customer experience (past & present). Found the content to be interesting. Love the topics!
591;Yorktown;10/04/18 17:24;;;;10;I understood the IBM Research center overview and the 5 in 5 as well as demos. We could skip the contents like AI Strategy which had explained in another day.
592;Yorktown;09/28/2018 05:24 pm;;;;10;The technologies are advanced and useful.
593;Yorktown;06/28/2019 04:40 pm;;;;9;It covered all the topics which was aligned as per our bank's strategy.
594;Yorktown;08/07/18 21:33;;;;9;Interactive, educational, innovative, the future.
595;Yorktown;08/07/18 22:12;;;;10;Sessions were extremely detailed. Q network capabilities were amply demonstrated. Lack of marketing was much appreciated.
596;Yorktown;10/15/2018 10:55 am;;;;9;This visit contained too much information. It showcased lots of useful knowledge and cutting-edge technologies.
597;Yorktown;03/27/2019 06:32 pm;;;;10;"Fantastic set of curated topics that spanned 5-10 years out with Q through AI to here & now mainframe Z platform modernization. Seeing Q was the high point! Great engaging speakers & a cordial warm partnership environment all day!
Thanks!"
598;Yorktown;03/27/2019 06:33 pm;;;;9;Good content and presentations were from solid experts.
599;Yorktown;12/07/18 12:28;;;;10;It really helped me understand the new challenges of AI and how it can be applied to the industry. Thank you.
600;Yorktown;02/21/2019 07:39 pm;;;;10;Thank you for the great agenda and the effort made. The topics are very interesting and well explained.
601;Yorktown;03/25/2020 11:13 am;;;;9;#1: Deep Search, #2: Generative Models
602;Yorktown;09/09/19 15:26;;;;10;Excellent presentations by very knowledgeable speakers. Thank you for having us!
603;Yorktown;09/09/19 15:29;;;;10;Very innovative and productive. Good presentations.
604;Yorktown;04/10/19 10:15;;;;9;Nice under-the-hood info and cutting edge research.
605;Yorktown;03/27/2019 06:42 pm;;;;9;Topics were very relevant. We could have spent more time on Quantum computing.
606;Yorktown;08/07/18 22:18;;;;10;IBM has been a great partner, top notch technology and very knowledgeable people.
607;Yorktown;05/17/2019 10:42 am;;;;10;As always, excellent collaborative session facilitated by Think Lab's technology. (Visual and Communication)
608;Yorktown;02/21/2019 07:31 pm;;;;9;To learn about this great technology.
609;Yorktown;06/24/2019 02:50 pm;;;;8;Slightly data interior design that doesn't lend to a 'high tech' cutting edge technology company.
610;Yorktown;01/15/2019 12:20 pm;;;;8;Useful insights on technology ready to use business ideas.
611;Yorktown;05/31/2019 06:20 pm;;;;9;This was very interesting. It was great to see your Quantum computer. The presentation was a good overview.
612;Yorktown;06/12/18 23:20;;;;10;the technology that is being developed is groundbreaking, inspirational and something that a IT professional or an enthusiast should see.
613;Yorktown;04/10/19 10:55;;;;10;Excitement I had while I learned about new things introduced to me. The effort made by IBM team to explain the most complicated subject in a rather simple way to understand at least 40,000 ft high level.
614;Yorktown;11/14/2018 01:58 pm;;;;10;Pacesetters, planning and execution.
615;Yorktown;11/14/2018 02:01 pm;;;;10;Very pleased with quality of sessions and transparency to state of the art technology.
616;Yorktown;03/30/2020 12:34 pm;;;;8;AZ based forecasting and supply chain gave me insights to generate ideas. AZ based packaging was also interesting but I'm worried that there maybe be copy write issues if competitors use similar algorithms.
617;Yorktown;03/30/2020 12:42 pm;;;;10;Exposure to lots of ideas, research and directions. I love participating in these types of visits because they generate lots of great ideas, thoughts and areas to go deeper.
618;Yorktown;10/15/2018 11:38 am;;;;10;IBM Research Think Lab has deep research and professional competence in artificial intelligence, machine learning and deep learning. Meanwhile, there are huge requirements and applications opportunities in China mainland which have great potential. The introduction of block chain is also very impressive, especially the summary of distributed shared databases, and many applications are proposed, such as trade finance, cross-border payment, supply chain finance and so on.
619;Yorktown;05/30/2018 03:44 pm;;;;9;The experience was fascinating, the hosts excellent and the organisation of the trip very good.
620;Yorktown;09/28/2018 04:38 pm;;;;10;Truly a valuable experience.
621;Yorktown;04/03/18 15:25;;;;8;Presentations had not only concept but also specific examples and made me understand easier.  I wanted to hear a little more actual difficulties on implementing Watson ( AI).
622;Yorktown;04/03/18 15:27;;;;10;Thank you very much for showing us a lot of things we usually can't see.
623;Yorktown;09/11/18 16:39;;;;8;Thoughtful creativity.
624;Yorktown;01/21/2019 04:50 pm;;;;8;Strong functionality.
625;Yorktown;12/07/18 12:23;;;;10;Great presentations. A very interesting insight as to what IBM is doing. Openness to potential collaboration.
626;Yorktown;10/15/2018 10:51 am;;;;7;IBM are with the technology leadership in AI and other domains. Meanwhile IBM has the application projects in those leading domains.
627;Yorktown;10/15/2018 10:52 am;;;;10;The contents were forward-looking. The technologies and reference cases were integrated well.
628;Yorktown;10/15/2018 10:57 am;;;;7;Several projects are worth recommending.
629;Yorktown;10/15/2018 11:01 am;;;;10;IBM Research is the technology lead. I can learn the latest progress and development trend of cutting-edge technology.
630;Yorktown;09/24/2018 01:47 pm;;;;9;Very inspired by PAIRS and all the developers. Very good presentation. Thank you again!
631;Yorktown;10/04/18 17:14;;;;9;The themes I like, AI, Quantum Computing and Blockchain etc, were all simply explained. The videos helped me to understand easily. I want to show people in my company. Thank you so much!
632;Yorktown;01/16/2019 07:04 pm;;;;8;Very inspiring innovation
633;Yorktown;03/25/2020 11:03 am;;;;9;Deep Search, Autonomous  Chemical Lab.
634;Yorktown;03/20/2018 02:45 pm;Netherlands;Amsterdam;NH;9;"IBM Quantum update and visit; Watson computer with AI-presentation"
635;Yorktown;08/07/18 21:51;;;;9;Very good presentations. I liked the overview of system 4 quantum computing.
636;Yorktown;08/07/18 22:00;;;;10;Great overview of Q. Its difficult to get this level of detail with this amount of experts anywhere else.
637;Yorktown;08/29/2019 10:56 am;;;;10;This is very stimulating.  I felt AI adaption would happen within 5 years, not in 10 years otherwise you will lose. Interpretation was good but it would be appreciated if they provided at some point distance from us.  Hearing Japanese and English at a same time confused me.
638;Yorktown;06/24/2019 02:46 pm;;;;10;Excellent customer engagement! Very high level of innovation and expertise on subjects of AI and Data Analytics.
639;Yorktown;08/05/19 15:14;;;;10;Need more info on array of TRLs for projects. What is typical TRL IBM stops at? Also prototyping partnerships. Great Summit! Amazing people! New topic idea: Bridging science and engineering.
640;Yorktown;08/05/19 15:47;;;;9;Tours and expertise.
641;Yorktown;05/31/2019 06:10 pm;;;;10;Learning about Quantum computing and seeing a real Quantum computer in person! Deeper understanding of HS applications.
642;Yorktown;12/30/2019 03:36 pm;;;;10;Excellent professionals. Well prepared documentation (it shows they like what they do).
643;Yorktown;08/29/2019 11:02 am;;;;8;It was very interesting session.  We had the Algorithm session which was very difficult to understand. but it was good opportunity to hear this sort of intangible stories. Also it was very nice to talk with others in different industry. Thank you
644;Yorktown;01/21/2019 04:44 pm;;;;8;Quick overview of emerging technologies. Opportunities to partner for innovation.
645;Yorktown;12/30/2019 06:36 pm;;;;7;I have would have liked to hear more about Quantum. Also the AI presentations didn't give me many practical tips on how to start AI. Most was very interesting to listen to though, so thanks!
646;Yorktown;05/29/2019 04:38 pm;;;;7;Future of computing was very interesting.
647;Yorktown;05/29/2019 04:41 pm;;;;8;Specific projects are well described to seek collaboration.
648;Yorktown;11/14/2018 02:03 pm;;;;8;Great overview and perspective.
649;Yorktown;03/12/19 18:45;;;;9;The Think Lab provided us a good opportunity to explore and generate new ideas. Thank you IBM for facilitating good discussion.
650;Yorktown;04/10/19 10:21;;;;8;Very competent people with a lot of knowledge.
651;Yorktown;08/05/19 15:05;;;;9;Very well organized, great topics and deeply tech presentations and demos.
652;Yorktown;03/30/2020 12:18 pm;;;;10;Because IBM is the best! Thank you.
653;Yorktown;03/18/2019 02:53 pm;;;;10;The quality of presenters were fantastic. Deep knowledge, knows own business and was a great agenda.
654;Yorktown;03/18/2019 03:06 pm;;;;10;Depth of knowledge, transparency, well organized / better use of time.
655;Yorktown;07/24/2019 03:34 pm;;;;10;Excellent breathe of research from basic to applied diverse application areas.
656;Yorktown;07/24/2019 03:55 pm;;;;10;Thank you! Session was very informative and a great start for future collaborations.
657;Yorktown;12/30/2019 01:25 pm;;;;10;Very productive day. Excellent choice of presentations and a good overview of IBM Research portfolio. Thank you for your time.
658;Yorktown;12/30/2019 01:39 pm;;;;8;Interesting talks.
659;Yorktown;05/30/2018 06:54 am;;;;10;Anna and the team were absolutely great hosts with a lot of patience and willingness to explain things
660;Yorktown;01/21/2019 04:38 pm;;;;9;Innovative research. Specific uses cases & case studies.
661;Yorktown;07/25/2018 07:14 am;;;;10;The history, innovation, forward thinking of the collective team combined with the environment of the think lab supports creativity and collaboration.
662;Yorktown;12/30/2019 01:20 pm;;;;10;Innovation brought to life. Great examples of design thinking. Very engaging and thought provoking.
663;Yorktown;02/28/2019 05:26 pm;;;;10;Extremely good dialogue and presentation. Knowledgeable presenters, open to input. Using specific references without limiting use case opportunities and flexible in what was covered. Very cool ideas which provides food for thought. A truly inspirational day!
664;Yorktown;12/30/2019 06:21 pm;;;;7;For me being a tech guy visiting the thinklab was a great experience. But some of the presentations were not clear and didn't meet the / my expectations. And there was too much info in the operationalizing AI - more time or less info.
665;Yorktown;05/06/19 13:49;;;;9;Overall good - a little too high level - would prefer more technical info.  Also - Day 2 (Energy) was a little to focused on upstream solutions for me.
666;Yorktown;02/19/2019 08:10 pm;;;;9;Innovative technology.
667;Yorktown;02/19/2019 08:26 pm;;;;10;Very impressed with how IBM showcases the technology in a narrative way. It helps you better understand how the technology can impact a company's business.
668;Yorktown;12/30/2019 06:26 pm;;;;7;We are in the thinklab? why not more demos? Especially AI. The room with the presentations is not organized well. You can not see the video screen from the back. A lot of outside noise, we are in 2018. So what is new in the last 1.5 year developed? but overall, good.
669;Yorktown;09/20/2018 11:24 am;;;;10;Professional reception. Solid and relevant contact. Great speakers.
670;Yorktown;08/29/2019 11:03 am;;;;7;I could learn IBM's Cognitive Manufacturing technologies. We'd like to implement most of them into our businesses. I want to see my company achieve Industry 4.0 gradually. I wanted to have more successful use case of Japanese company.
671;Yorktown;05/31/2019 06:20 pm;;;;9;This was very interesting. It was great to see your Quantum computer. The presentation was a good overview.
672;Yorktown;10/15/2018 11:14 am;;;;8;I learned lots of cutting-edge technologies. Many new technologies in Think Lab that will have great impact on the future.
673;Yorktown;10/15/2018 11:39 am;;;;8;Block chain is in the hot stage of Internet application in China, especially the coming of the Internet of Things era, the wide application of 5G. Block chain technology will be valued and applied widely in commercial logistics, industrial manufacturing, finance and other fields. Especially in the financial field, Fintch is being promoted and will be widely used in risk management, industry chain financing and other aspects.
674;Yorktown;10/29/2018 04:17 pm;;;;8;I learned about Quantum Computing with great interests. Not only from hearing but only from seeing,  I expanded my understanding.   As for Worker Safety & Healthcare, I didn't see something new. you need more ingenious attempt differentiate from others.  The points of attention for adapting AI was very useful.
675;Yorktown;01/21/2019 04:37 pm;;;;10;Interesting, well thought, insightful.
676;Yorktown;12/30/2019 04:27 pm;;;;9;Interesting subject and diversity in the presentation. Especially the examples what we can do now AI and near future. It was also interesting to hear about and see the Quantum computer. You put too much information in a short amount of time.
677;Yorktown;08/30/2018 12:00 pm;;;;10;Great examples and experts with realistic views.
678;Yorktown;08/01/18 06:52;;;;10;I loved the innovative spirit and the out of the box thinking of the team we collaborated with.
679;Yorktown;01/14/2019 04:51 pm;;;;10;visit was fantastic.
680;Yorktown;05/17/2019 10:43 am;;;;10;Great place to get things done!
681;Yorktown;12/30/2019 01:40 pm;;;;9;Very good facility.
682;Yorktown;01/31/2018 06:50 am;United States;Concord;CA;10;Very interesting talks on a subject I knew very little about. I really enjoyed it all!
683;Yorktown;03/25/2020 10:52 am;;;;8;All topics both days + federated AI and inverse deep learning.
684;Yorktown;10/15/2018 11:17 am;;;;10;The Think Lab has the most advanced technologies.
685;Yorktown;03/25/2020 11:38 am;;;;8;Deep Search, Generative Model. THANK YOU!
686;Yorktown;06/24/2019 01:58 pm;;;;10;Thank you!
687;Yorktown;01/31/2018 08:34 am;United States;New York;NY;10;Fascinating research and interesting people.
688;Yorktown;01/31/2018 09:03 am;United States;Herndon;VA;9;Very collaborative meeting
689;Yorktown;12/30/2019 12:59 pm;;;;10;It was very good to hear the detailed contents on technologies, researches which we can't usually access. I'd like to take a consideration to use of small computing.
690;Yorktown;12/30/2019 01:06 pm;;;;10;I've got very interested in Auto AI.
691;Yorktown;01/31/2018 10:49 am;United States;Port Jefferson;NY;10;Excellent and informative presentations.
692;Yorktown;08/30/2018 12:02 pm;;;;9;The ability to see examples of future growth areas for IBM. Also the IBM Think Lab staff is very accommodating.
693;Yorktown;02/28/2019 05:28 pm;;;;9;Excellent day, thank you.
694;Yorktown;02/28/2019 05:30 pm;;;;10;Very inspiring day. Good presentations and dialogue and sharing of ideas and visions.
695;Yorktown;07/24/2019 03:27 pm;;;;9;Think lab is a fantastic facility which seems to be found only by imagination. While I'm sure that it is impossible to discuss in such a short time the breathe of research, I wish to have future talks on how to collaborate.
696;Yorktown;03/27/2019 06:38 pm;;;;9;Well organized. Each item was relevant and we finished on time.
697;Yorktown;12/30/2019 05:58 pm;;;;8;Perhaps some more real demos, instead of only powerpoint presentations - more lab stuff.
698;Yorktown;04/26/2018 08:03 am;;;;10;"As it related to our business relationship, my strategic interest in IBM has been the capabilities available through the company as opposed to any given product. THINKLab - and the researchers that drive the Lab - is an ideal way to showcase capability over product. I was very impressed by the talent and the demonstrations, with excellent discussion of the ""possible"" with a good blend of confidence and humility.  Looking forward to a long, successful relationship!"
699;Yorktown;05/02/18 16:26;;;;9;I found the access to the team, their research and the discussion productive and stimulating. I think they felt similar in that we had a bi-directional series of conversations where I contributed potential use cases.
700;Yorktown;02/20/2018 03:29 pm;United States;Virginia Beach;VA;10;beside the excellent venue and workspaces, the staffs were very helpful and IBM is going the extra distance to help us with our project.
701;Yorktown;04/15/2019 06:09 pm;;;;8;Wide range of applications. Interesting, thanks for hosting!
702;Yorktown;08/07/18 21:27;;;;9;Very interesting presentations, especially quantum computing. Some of the material may need to be dumbed down to get a broader understanding for the group.
703;Yorktown;10/04/18 17:08;;;;8;Interesting, especially 5 in 5 topics are interesting and I think we should think deeply on the topics.
704;Yorktown;12/30/2019 01:16 pm;;;;10;exceeded my expectations with real samples.
705;Yorktown;12/30/2019 06:10 pm;;;;7;Some very interesting sessions, some less interesting or more focused on business use.
706;Yorktown;09/23/2019 09:59 am;;;;10;I could learn a lot from your presentation on various AI researches. I wondered if agile, flexible programming method still worked on this current era, so we will discuss further after I got back to Tokyo. I appreciate all of you prepared these wonderful sessions.
707;Yorktown;10/29/2018 04:18 pm;;;;10;First of all, I am very impressed with this excellent location.  The explanation that IBM doesn't end with Science but proceeds into Platform and Industry gave a hint for adapting technology into my company.  I felt IBM had been improved more from when I visited IBM last time.  I am now considering to adapt the language recognition technology into our system.
708;Yorktown;10/29/2018 04:24 pm;;;;10;I got very impressed with quantum computer.  Blockchain story was also very interesting.  I'd like to have more details on how IBM research shares the roles world widely and divide the budgets.
709;Yorktown;08/07/18 21:36;;;;8;It was a very informative session and IBM is doing innovative that businesses like mine can leverage.
710;Yorktown;08/07/18 21:39;;;;9;Glad I learned about IBM's research and offerings on quantum computing and AI/MI.
711;Yorktown;03/30/2020 11:53 am;;;;9;The overall day was well constructed. Thought provoking. I wish we got to see more of the facility.
712;Yorktown;11/28/2018 10:38 am;;;;10;Very professional. I particularly appreciated the effort made of focusing the presentations to specific customer needs.
713;Yorktown;12/30/2019 01:11 pm;;;;7;As for the Lab Tour,  I couldn't realize what the point was.
714;Yorktown;01/14/2019 05:00 pm;;;;9;Possibility to see future close.
715;Yorktown;12/30/2019 01:04 pm;;;;10;My understanding of AI got deeper.  As for IBM Q,  I should have pre-studied before coming.
716;Yorktown;12/07/18 12:20;;;;10;Very customized presentations to the expectations of ACCIO. Incredible research center, this is innovation!
717;Yorktown;03/25/2020 11:21 am;;;;7;Deep Search, AI-enriched Simulation
718;Yorktown;02/21/2019 07:34 pm;;;;10;Very good presentations, meeting researchers and forward looking.
719;Yorktown;12/30/2019 04:08 pm;;;;10;A lot of info in a short time. Very clear.
720;Yorktown;12/30/2019 04:15 pm;;;;9;Enthusiastic speakers. Mind blowing agenda topics. Labs at IBM is like a lifetime experience.
721;Yorktown;03/25/2020 11:04 am;;;;9;Deep Search, Applied materials, AI-enriched Simulation,  Generative Models, Auto AI.
722;Yorktown;03/30/2020 12:28 pm;;;;9;Explainable pipeline on automation ML. IBM Watson. AI concept is new functionable product again. Moreover, practical idea also introduced - bottle design resolve. It would be helpful resolving our retail business problems. Good work and keep in touch. Thank you.
723;Yorktown;02/21/2019 07:20 pm;;;;9;Very clear information and simple. Perfect for understanding.
724;Yorktown;05/31/2019 06:25 pm;;;;10;Easily digestible information on a very complex topic. Physically seeing Quantum computer.
725;Yorktown;03/25/2020 11:27 am;;;;10;Autonomous Chemical Lab, AI-enriched Simulations.
726;Yorktown;10/29/2018 04:20 pm;;;;9;I could access the extremely valuable and important information which I don't see every day.  The integration of Financial world and IT has been discussed a lot recently and through this EST I strongly felt more and it was useful.  It would be more fruitful if I had adequate previous study.
727;Yorktown;01/21/2019 04:54 pm;;;;9;The thought and creativity of the entire leadership.
